1 1.0
11 2.9828919120788977
21 4.262821469795345
31 4.90312780388685
41 5.595536794213923
51 6.354461555060933
61 7.087162842615088
71 7.342113761672071
81 7.928003341685084
91 8.579301832880855
101 8.899839080542261
111 9.509461601139735
121 9.545450480416264
131 10.063213674557582
141 10.519912534524869
151 10.977425813274634
161 11.285038115478109
171 11.699461561800485
181 11.570807453002029
191 12.086164511054085
201 12.314907202804147
211 12.88485197054556
221 13.018924188625109
231 13.483312107911194
241 13.563605566826809
251 13.996516236069233
261 14.248195204751932
271 14.657973532830686
281 14.873471685728397
291 15.08272227004019
301 15.035762666108871
311 15.623278777563803
321 15.581663734365321
331 16.150989681186594
341 16.22116007283634
351 17.23834147287101
361 16.67993771638245
371 16.872056942067225
381 16.887277896348795
391 17.3736757595897
401 17.62484806610811
411 17.84657145594243
421 18.118896594451762
431 18.663989126971348
441 18.45491692019786
451 18.98481071706699
461 19.050314418966078
471 19.529222487673543
481 19.43592635944591
491 19.007433490846648
501 19.712033413806243
511 20.026994904729822
521 20.591803565698438
531 20.58520616239112
541 20.64346864162402
551 21.178834200851398
561 20.33367939188349
571 21.338781211899803
581 21.649464629877496
591 21.383889528467073
601 22.083580833267536
611 21.56397338859861
621 21.893979290420805
631 22.799468504464304
641 22.62368694328424
651 22.161094601597707
661 23.194858760186328
671 22.680366984043474
681 23.91593804450931
691 23.044110870031286
701 22.90016095969114
711 24.806262142963945
721 23.975272622776462
731 24.168690064200593
741 23.530982326481816
751 24.864098472708427
761 24.50957357841275
771 24.671746317918064
781 24.24931699418936
791 24.404948065547206
801 25.2240532696056
811 25.046664953342194
821 25.259082068071326
831 25.552388741585656
841 26.093563302412328
851 26.36680265355252
861 26.671817861473624
871 25.86383584225271
881 27.020917938289767
891 25.993353443150824
901 26.70347742572637
911 27.485032571379897
921 26.46095767651281
931 27.39331073143762
941 26.9004405813759
951 26.496016899974318
961 26.871185676716625
971 27.523025967254
981 27.504838146342124
991 27.9770295385409
1001 27.79682647029945
1011 27.69346634472158
1021 28.907730185393376
1031 28.807258261306984
1041 28.514795239269883
1051 27.9604903649714
1061 28.727240347668378
1071 29.37966892971927
1081 28.237997671686298
1091 29.118472227220423
1101 29.817740679217412
1111 29.503077045382152
1121 30.087669149552024
1131 29.672551371847376
1141 29.436988289909127
1151 30.38070792982775
1161 29.893748237881766
1171 29.375522603542567
1181 29.914115993825668
1191 30.58986979908974
1201 31.8144845513873
1211 30.801318271489453
1221 30.248293998956516
1231 30.759143649400386
1241 31.36359825300574
1251 30.98018789192974
1261 30.291055924258423
1271 31.671216000645796
1281 30.337900887680668
1291 32.153034885067605
1301 31.82519182271375
1311 31.845347683653422
1321 32.440328720818684
1331 32.21586275277648
1341 32.42353604680466
1351 33.592427938379814
1361 33.21021952629244
1371 32.94013165192452
1381 32.4992104578089
1391 33.12536591559367
1401 32.90114608926825
1411 32.178459650234764
1421 33.048562243836116
1431 32.99323568606356
1441 33.9751204458174
1451 33.794125817277575
1461 33.932294203833386
1471 33.93468789421063
1481 33.795882872045986
1491 33.48015620425168
1501 34.78583198965087
1511 33.52136290520986
1521 34.811716130451416
1531 34.47300597648275
1541 33.68249800332273
1551 35.42077964125676
1561 34.89707457252053
1571 35.63197242501821
1581 34.87081706271139
1591 34.634069300080185
1601 35.50502085825165
1611 35.93216055728382
1621 36.0391999441282
1631 36.63364041480779
